,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
683,25.0,Yes,Travel_Rarely,,Sales,19.0,2.0,Marketing,1.0,,3.0,,36.0,2.0,1.0,Sales Representative,2.0,Married,2413.0,,,Y,Yes,18.0,3.0,,80.0,,1.0,2.0,,,0.0,,0.0
684,,No,Travel_Rarely,658.0,Sales,10.0,4.0,Marketing,1.0,954.0,1.0,Male,67.0,2.0,3.0,Sales Executive,,Divorced,9705.0,20652.0,2.0,Y,,12.0,3.0,2.0,80.0,1.0,,,2.0,1.0,0.0,0.0,0.0
685,26.0,No,Travel_Frequently,,Sales,1.0,3.0,Medical,1.0,956.0,3.0,Male,,2.0,2.0,,1.0,Single,4294.0,,,Y,No,12.0,3.0,2.0,80.0,0.0,7.0,2.0,,7.0,7.0,0.0,7.0
686,41.0,No,Travel_Rarely,263.0,,6.0,3.0,Medical,1.0,957.0,4.0,Male,59.0,,1.0,Laboratory Technician,1.0,Single,4721.0,3119.0,2.0,Y,Yes,13.0,3.0,3.0,80.0,,20.0,,,18.0,13.0,2.0,17.0
687,36.0,No,,938.0,,,4.0,Medical,1.0,958.0,3.0,Male,79.0,3.0,,,3.0,Single,2519.0,12287.0,4.0,Y,No,21.0,,3.0,,0.0,,6.0,3.0,11.0,,,9.0
688,19.0,Yes,Travel_Rarely,419.0,Sales,,3.0,Other,1.0,959.0,4.0,Male,37.0,2.0,,Sales Representative,2.0,Single,2121.0,9947.0,1.0,Y,Yes,13.0,3.0,,80.0,,1.0,3.0,4.0,1.0,0.0,0.0,0.0
689,20.0,Yes,Travel_Rarely,129.0,Research & Development,4.0,3.0,Technical Degree,,960.0,1.0,Male,84.0,3.0,1.0,,1.0,Single,2973.0,13008.0,1.0,Y,No,19.0,3.0,,80.0,0.0,,2.0,,,0.0,0.0,0.0
690,31.0,No,Travel_Rarely,616.0,Research & Development,12.0,3.0,Medical,1.0,961.0,4.0,Female,41.0,3.0,2.0,Healthcare Representative,4.0,,,,0.0,Y,,11.0,,3.0,80.0,2.0,10.0,2.0,1.0,9.0,7.0,8.0,5.0
691,40.0,No,Travel_Frequently,1469.0,,9.0,4.0,Medical,1.0,964.0,4.0,Male,35.0,3.0,1.0,Research Scientist,2.0,Divorced,3617.0,25063.0,8.0,Y,Yes,14.0,,,80.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0
692,,No,,498.0,Research & Development,3.0,,Medical,1.0,966.0,3.0,Female,93.0,3.0,2.0,Manufacturing Director,1.0,Married,6725.0,13554.0,1.0,,,,3.0,3.0,80.0,1.0,8.0,,4.0,8.0,,6.0,3.0
693,36.0,Yes,Travel_Rarely,530.0,Sales,3.0,1.0,Life Sciences,1.0,967.0,3.0,Male,,2.0,,Sales Executive,4.0,Married,10325.0,5518.0,1.0,Y,Yes,11.0,3.0,1.0,80.0,1.0,16.0,,3.0,16.0,7.0,3.0,7.0
694,33.0,No,Travel_Rarely,1069.0,,1.0,3.0,Life Sciences,1.0,969.0,2.0,Female,,2.0,2.0,Healthcare Representative,4.0,Single,6949.0,,0.0,Y,No,,3.0,1.0,,0.0,6.0,3.0,3.0,,0.0,1.0,4.0
695,37.0,Yes,Travel_Rarely,625.0,Sales,,4.0,Life Sciences,,970.0,1.0,Male,46.0,2.0,3.0,Sales Executive,3.0,Married,10609.0,14922.0,5.0,,,11.0,3.0,3.0,80.0,0.0,17.0,2.0,1.0,14.0,1.0,11.0,7.0
696,45.0,No,Non-Travel,,Research & Development,,2.0,,1.0,972.0,3.0,Male,57.0,3.0,2.0,Laboratory Technician,2.0,,4447.0,23163.0,1.0,,No,12.0,3.0,2.0,80.0,,9.0,5.0,2.0,9.0,7.0,,8.0
697,29.0,No,Travel_Frequently,1404.0,Sales,20.0,,Technical Degree,1.0,,,Female,84.0,,1.0,Sales Representative,,,2157.0,18203.0,1.0,,No,,3.0,2.0,80.0,1.0,3.0,5.0,3.0,3.0,1.0,,
698,35.0,No,Travel_Rarely,1219.0,Sales,18.0,3.0,Medical,1.0,,,Female,86.0,3.0,2.0,Sales Executive,3.0,Married,4601.0,,1.0,,No,16.0,3.0,2.0,,0.0,5.0,3.0,3.0,5.0,2.0,1.0,
699,52.0,No,Travel_Rarely,1053.0,Research & Development,1.0,2.0,Life Sciences,1.0,976.0,4.0,Male,,3.0,4.0,Manager,4.0,Married,17099.0,13829.0,2.0,Y,No,15.0,3.0,2.0,,1.0,,2.0,2.0,,8.0,,
700,58.0,Yes,Travel_Rarely,289.0,,2.0,3.0,Technical Degree,1.0,977.0,4.0,Male,51.0,3.0,,Research Scientist,3.0,,2479.0,26227.0,4.0,Y,No,24.0,4.0,1.0,80.0,0.0,,4.0,3.0,,,0.0,0.0
701,53.0,No,Travel_Rarely,,Sales,2.0,2.0,Medical,,981.0,3.0,Male,45.0,3.0,,Manager,3.0,Divorced,14852.0,13938.0,6.0,Y,No,13.0,3.0,3.0,80.0,1.0,22.0,3.0,4.0,17.0,,15.0,2.0
702,30.0,No,Travel_Rarely,231.0,Sales,8.0,,Other,1.0,,,Male,62.0,3.0,3.0,,3.0,Divorced,,9977.0,5.0,Y,No,11.0,3.0,1.0,,,10.0,2.0,4.0,8.0,4.0,7.0,
703,38.0,No,Non-Travel,152.0,Sales,10.0,,,1.0,983.0,,Female,85.0,3.0,2.0,Sales Executive,4.0,Single,5666.0,19899.0,1.0,,Yes,13.0,,2.0,80.0,0.0,6.0,,,5.0,3.0,1.0,3.0
704,35.0,No,,882.0,Sales,3.0,4.0,Life Sciences,1.0,984.0,,Male,92.0,3.0,3.0,,4.0,Divorced,7823.0,6812.0,6.0,,No,13.0,3.0,,80.0,1.0,12.0,,3.0,10.0,,0.0,8.0
705,39.0,No,,903.0,Sales,2.0,5.0,Life Sciences,1.0,985.0,1.0,Male,41.0,,,Sales Executive,3.0,,7880.0,2560.0,0.0,Y,No,18.0,3.0,4.0,,0.0,9.0,3.0,3.0,8.0,7.0,0.0,7.0
706,40.0,Yes,,1479.0,Sales,24.0,3.0,Life Sciences,,986.0,2.0,,,4.0,4.0,Sales Executive,2.0,Single,,17071.0,4.0,Y,,16.0,,,80.0,0.0,22.0,2.0,2.0,1.0,,0.0,
707,,No,Travel_Frequently,1379.0,Research & Development,,4.0,Medical,1.0,987.0,3.0,,,,2.0,Manufacturing Director,,Divorced,5067.0,6759.0,1.0,Y,Yes,19.0,3.0,,80.0,0.0,20.0,3.0,4.0,19.0,10.0,2.0,7.0
708,36.0,No,Non-Travel,1229.0,Sales,8.0,4.0,Technical Degree,1.0,990.0,1.0,,,3.0,2.0,Sales Executive,,Divorced,5079.0,25952.0,4.0,,No,13.0,,4.0,80.0,2.0,,3.0,3.0,,7.0,0.0,
709,31.0,Yes,Non-Travel,335.0,Research & Development,,2.0,,1.0,991.0,3.0,Male,46.0,2.0,1.0,Research Scientist,,,,10322.0,0.0,Y,Yes,22.0,,1.0,80.0,0.0,4.0,,3.0,3.0,2.0,1.0,2.0
710,33.0,No,Non-Travel,,Sales,,,Life Sciences,1.0,992.0,4.0,Male,38.0,3.0,4.0,Manager,3.0,Single,,20489.0,1.0,Y,No,11.0,3.0,,80.0,0.0,10.0,,3.0,10.0,8.0,6.0,0.0
711,29.0,Yes,,,Research & Development,10.0,,Life Sciences,1.0,994.0,4.0,Female,92.0,2.0,1.0,Research Scientist,,Single,2404.0,11479.0,6.0,Y,Yes,20.0,,3.0,80.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0
712,33.0,No,Travel_Rarely,461.0,Research & Development,13.0,1.0,Life Sciences,1.0,995.0,,Female,53.0,3.0,,,4.0,,,17241.0,3.0,,No,18.0,3.0,,80.0,0.0,5.0,4.0,,3.0,2.0,0.0,2.0
713,45.0,No,,974.0,Research & Development,1.0,4.0,Medical,1.0,996.0,4.0,Female,,3.0,,Laboratory Technician,,,2270.0,,3.0,Y,No,14.0,,4.0,,,8.0,2.0,3.0,5.0,3.0,0.0,2.0
714,50.0,No,Travel_Rarely,1126.0,Research & Development,,2.0,,1.0,997.0,4.0,Male,,3.0,4.0,Research Director,,,17399.0,6615.0,9.0,Y,No,,4.0,,80.0,1.0,32.0,1.0,2.0,5.0,4.0,1.0,
715,33.0,No,Travel_Frequently,827.0,Research & Development,1.0,,Other,1.0,,3.0,Female,84.0,4.0,,Healthcare Representative,2.0,Married,,,1.0,Y,Yes,13.0,3.0,,80.0,1.0,,2.0,3.0,6.0,,1.0,2.0
716,41.0,No,Travel_Frequently,,Research & Development,9.0,3.0,Medical,1.0,999.0,1.0,Male,64.0,3.0,5.0,,3.0,Divorced,19419.0,3735.0,2.0,Y,No,17.0,,2.0,80.0,1.0,21.0,2.0,4.0,,,,11.0
717,27.0,No,Travel_Rarely,,Research & Development,16.0,4.0,Technical Degree,1.0,1001.0,3.0,,37.0,3.0,1.0,,2.0,,2811.0,12086.0,9.0,Y,No,14.0,3.0,2.0,80.0,1.0,4.0,2.0,,,2.0,2.0,2.0
718,45.0,No,Non-Travel,248.0,Research & Development,23.0,2.0,Life Sciences,,1002.0,4.0,Male,42.0,,2.0,Laboratory Technician,1.0,Married,3633.0,,1.0,Y,Yes,,,3.0,80.0,1.0,9.0,2.0,3.0,9.0,8.0,,8.0
719,,No,Travel_Rarely,955.0,Sales,4.0,2.0,Life Sciences,1.0,1003.0,,Female,83.0,3.0,2.0,Sales Executive,4.0,Single,,8571.0,,,Yes,17.0,3.0,3.0,80.0,0.0,9.0,0.0,,,0.0,0.0,7.0
720,30.0,Yes,,138.0,,,3.0,,1.0,1004.0,1.0,Female,,3.0,1.0,Research Scientist,,,2132.0,11539.0,4.0,Y,Yes,11.0,,2.0,,0.0,7.0,2.0,3.0,5.0,,0.0,
721,50.0,No,Travel_Rarely,939.0,Research & Development,24.0,,Life Sciences,1.0,1005.0,4.0,Male,95.0,3.0,,Manufacturing Director,3.0,Married,13973.0,4161.0,3.0,Y,,18.0,3.0,,,1.0,,,3.0,12.0,11.0,1.0,
722,38.0,No,Travel_Frequently,1391.0,Research & Development,10.0,1.0,Medical,1.0,,3.0,,,3.0,1.0,Research Scientist,3.0,,2684.0,12127.0,0.0,,No,17.0,3.0,2.0,80.0,1.0,,0.0,,,1.0,0.0,2.0
723,46.0,No,,566.0,Research & Development,7.0,2.0,Medical,1.0,,4.0,,,3.0,3.0,,3.0,Divorced,10845.0,24208.0,6.0,Y,No,13.0,,2.0,80.0,1.0,13.0,3.0,3.0,,7.0,0.0,7.0
724,24.0,No,,1206.0,Research & Development,17.0,1.0,Medical,1.0,1009.0,4.0,Female,41.0,2.0,2.0,Manufacturing Director,3.0,Divorced,4377.0,,1.0,Y,,,3.0,2.0,80.0,2.0,5.0,6.0,3.0,4.0,2.0,3.0,
725,35.0,Yes,Travel_Rarely,622.0,Research & Development,14.0,4.0,Other,1.0,1010.0,3.0,Male,39.0,2.0,1.0,Laboratory Technician,2.0,Divorced,,10074.0,1.0,,Yes,24.0,4.0,4.0,80.0,1.0,,2.0,1.0,4.0,2.0,0.0,2.0
726,31.0,No,Travel_Frequently,853.0,,,,Life Sciences,1.0,,3.0,Female,96.0,,,,,Married,4148.0,11275.0,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,4.0,1.0,3.0,4.0,3.0,0.0,3.0
727,18.0,No,Non-Travel,287.0,Research & Development,,,Life Sciences,1.0,1012.0,2.0,Male,73.0,,1.0,Research Scientist,4.0,Single,1051.0,13493.0,,Y,,15.0,3.0,4.0,80.0,0.0,0.0,,3.0,,0.0,0.0,0.0
728,54.0,No,Travel_Rarely,1441.0,Research & Development,17.0,3.0,Technical Degree,1.0,,3.0,Female,,3.0,3.0,Manufacturing Director,3.0,Married,10739.0,13943.0,,,No,11.0,,3.0,80.0,1.0,,2.0,,10.0,7.0,0.0,8.0
729,35.0,No,Travel_Rarely,583.0,Research & Development,25.0,4.0,Medical,1.0,1014.0,3.0,,57.0,3.0,,,3.0,,10388.0,6975.0,1.0,Y,Yes,11.0,,3.0,,,16.0,3.0,2.0,16.0,10.0,10.0,1.0
730,,No,Travel_Rarely,153.0,Research & Development,8.0,,Life Sciences,1.0,1015.0,,Female,73.0,,3.0,Research Director,1.0,Married,11416.0,17802.0,0.0,Y,Yes,12.0,3.0,3.0,80.0,3.0,9.0,,2.0,8.0,7.0,1.0,7.0
731,20.0,Yes,Travel_Rarely,1097.0,,11.0,3.0,Medical,,1016.0,,Female,98.0,,,Research Scientist,,Single,2600.0,18275.0,1.0,Y,Yes,15.0,3.0,1.0,80.0,0.0,1.0,2.0,,1.0,0.0,0.0,0.0
732,30.0,Yes,,109.0,Research & Development,5.0,3.0,,1.0,1017.0,2.0,Female,,,1.0,Laboratory Technician,,,2422.0,25725.0,,Y,No,17.0,3.0,1.0,80.0,0.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0
733,,No,Travel_Rarely,,,2.0,2.0,Medical,1.0,1018.0,4.0,Male,32.0,4.0,2.0,Manufacturing Director,,Married,5472.0,3334.0,1.0,Y,No,12.0,3.0,2.0,80.0,0.0,8.0,2.0,3.0,8.0,7.0,1.0,3.0
734,22.0,No,Travel_Rarely,,Research & Development,8.0,1.0,Life Sciences,1.0,1019.0,,Male,,1.0,1.0,Laboratory Technician,1.0,,2451.0,6881.0,1.0,Y,,,3.0,1.0,,1.0,4.0,3.0,2.0,4.0,3.0,,1.0
735,48.0,No,,277.0,Research & Development,,3.0,,1.0,1022.0,1.0,Male,97.0,2.0,2.0,,3.0,Single,4240.0,13119.0,2.0,Y,No,13.0,,,,0.0,,0.0,,2.0,2.0,2.0,2.0
736,48.0,No,,1355.0,,4.0,4.0,Life Sciences,1.0,1024.0,3.0,Male,78.0,2.0,,Healthcare Representative,3.0,Single,10999.0,22245.0,,,,14.0,,2.0,80.0,,,3.0,3.0,15.0,11.0,4.0,8.0
737,41.0,No,Travel_Rarely,549.0,Research & Development,7.0,2.0,Medical,1.0,1025.0,4.0,Female,42.0,3.0,2.0,Manufacturing Director,3.0,Single,5003.0,,6.0,,No,14.0,3.0,2.0,80.0,0.0,8.0,6.0,3.0,2.0,2.0,2.0,1.0
738,39.0,No,Travel_Rarely,466.0,Research & Development,1.0,1.0,Life Sciences,1.0,1026.0,4.0,,65.0,2.0,4.0,Manufacturing Director,4.0,,12742.0,7060.0,,Y,,16.0,3.0,3.0,80.0,1.0,21.0,3.0,3.0,21.0,6.0,11.0,8.0
739,27.0,No,Travel_Rarely,1055.0,Research & Development,2.0,4.0,Life Sciences,1.0,1027.0,1.0,,47.0,3.0,2.0,Manufacturing Director,4.0,,4227.0,,0.0,Y,No,18.0,3.0,2.0,80.0,1.0,4.0,,3.0,3.0,,2.0,2.0
740,35.0,No,Travel_Rarely,802.0,,10.0,3.0,Other,1.0,1028.0,2.0,Male,,3.0,,Laboratory Technician,4.0,Divorced,3917.0,,1.0,Y,No,,,1.0,,1.0,3.0,4.0,2.0,,,,
741,42.0,No,Travel_Rarely,265.0,Sales,,2.0,Marketing,1.0,1029.0,4.0,,90.0,3.0,,,3.0,Married,18303.0,7770.0,6.0,Y,No,,,,80.0,0.0,21.0,3.0,4.0,,0.0,0.0,0.0
742,50.0,No,Travel_Rarely,804.0,Research & Development,9.0,3.0,,1.0,1030.0,1.0,Male,64.0,3.0,1.0,Laboratory Technician,4.0,,,,4.0,Y,No,,3.0,,,0.0,8.0,5.0,,1.0,,,0.0
743,59.0,No,Travel_Rarely,715.0,Research & Development,2.0,3.0,,1.0,1032.0,,,,2.0,4.0,,4.0,Single,13726.0,21829.0,3.0,Y,Yes,13.0,3.0,1.0,80.0,0.0,30.0,4.0,3.0,5.0,3.0,4.0,3.0
744,,Yes,,1141.0,Research & Development,11.0,2.0,Medical,1.0,1033.0,1.0,Female,61.0,1.0,2.0,Healthcare Representative,2.0,Married,4777.0,14382.0,5.0,Y,No,15.0,3.0,1.0,80.0,0.0,15.0,2.0,1.0,,0.0,0.0,0.0
745,55.0,No,Travel_Frequently,135.0,Research & Development,18.0,4.0,Medical,1.0,1034.0,,Male,62.0,,2.0,Healthcare Representative,2.0,Married,6385.0,,3.0,Y,Yes,14.0,3.0,4.0,80.0,2.0,17.0,3.0,3.0,8.0,7.0,6.0,
746,41.0,No,Non-Travel,247.0,Research & Development,,1.0,Life Sciences,,1035.0,2.0,Female,55.0,1.0,5.0,Research Director,3.0,,,20284.0,1.0,Y,No,22.0,4.0,2.0,,2.0,,3.0,3.0,21.0,16.0,5.0,10.0
747,,No,Travel_Rarely,,Sales,3.0,4.0,Life Sciences,1.0,1036.0,,Male,42.0,3.0,2.0,Sales Executive,4.0,,6861.0,4981.0,8.0,Y,,,,3.0,80.0,0.0,19.0,1.0,3.0,,,,0.0
748,26.0,Yes,,,Sales,29.0,2.0,Medical,1.0,1037.0,,Male,,1.0,2.0,Sales Executive,1.0,Single,4969.0,21813.0,8.0,Y,No,,3.0,4.0,80.0,0.0,7.0,,3.0,,2.0,2.0,2.0
749,52.0,Yes,Travel_Rarely,,Sales,,1.0,Marketing,1.0,1038.0,,,57.0,,5.0,Manager,4.0,,,25846.0,1.0,Y,No,15.0,3.0,4.0,,1.0,,,3.0,,14.0,6.0,9.0
750,,No,Travel_Rarely,1448.0,Sales,,3.0,Medical,,1039.0,,Female,53.0,4.0,4.0,Sales Executive,4.0,Married,13320.0,11737.0,,Y,Yes,18.0,3.0,3.0,80.0,1.0,,2.0,3.0,,,11.0,11.0
751,50.0,No,Non-Travel,145.0,,,3.0,Life Sciences,1.0,1040.0,4.0,Female,95.0,3.0,,Sales Executive,3.0,Married,6347.0,24920.0,,Y,No,12.0,,1.0,,1.0,19.0,3.0,,18.0,7.0,0.0,13.0
752,36.0,Yes,,,Research & Development,16.0,4.0,,1.0,,3.0,Female,43.0,4.0,1.0,,1.0,Single,2743.0,8269.0,1.0,Y,No,,3.0,3.0,,0.0,18.0,1.0,3.0,17.0,13.0,15.0,14.0
753,39.0,No,Travel_Frequently,945.0,Research & Development,22.0,3.0,Medical,1.0,1043.0,4.0,Female,82.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,Y,Yes,13.0,3.0,3.0,,0.0,,,3.0,21.0,6.0,2.0,
754,,No,Non-Travel,1038.0,Sales,,1.0,Life Sciences,1.0,1044.0,,Female,88.0,2.0,1.0,,4.0,Single,2342.0,,0.0,Y,,19.0,3.0,4.0,80.0,0.0,3.0,2.0,2.0,2.0,,2.0,
755,45.0,No,,1234.0,,11.0,2.0,Life Sciences,1.0,1045.0,,,90.0,,,,4.0,Married,17650.0,5404.0,3.0,Y,No,,3.0,2.0,80.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,
756,32.0,No,Non-Travel,1109.0,,29.0,4.0,Medical,,1046.0,4.0,,69.0,3.0,1.0,,3.0,Single,4025.0,11135.0,9.0,Y,No,12.0,3.0,2.0,80.0,,10.0,,3.0,,7.0,7.0,
757,34.0,No,Travel_Rarely,216.0,,1.0,,Marketing,,1047.0,2.0,Male,75.0,4.0,,Sales Executive,,Divorced,9725.0,12278.0,0.0,Y,No,11.0,,4.0,80.0,1.0,,2.0,2.0,15.0,1.0,0.0,9.0
758,,No,Travel_Rarely,1089.0,Sales,,,Technical Degree,1.0,,2.0,Male,,3.0,,Manager,4.0,,11904.0,,3.0,Y,Yes,,3.0,3.0,80.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0
759,45.0,No,Travel_Rarely,,Human Resources,24.0,4.0,Medical,1.0,1049.0,2.0,,36.0,3.0,1.0,Human Resources,2.0,Single,2177.0,,,Y,No,16.0,3.0,1.0,80.0,0.0,6.0,3.0,3.0,6.0,,0.0,4.0
760,53.0,No,Travel_Frequently,124.0,Sales,2.0,3.0,,1.0,1050.0,3.0,Female,38.0,2.0,,Sales Executive,2.0,Married,7525.0,,,Y,No,12.0,3.0,1.0,80.0,1.0,30.0,2.0,3.0,15.0,7.0,6.0,12.0
761,,Yes,Travel_Rarely,660.0,Research & Development,15.0,,Other,1.0,1052.0,1.0,Male,,,2.0,Laboratory Technician,,Divorced,4834.0,7858.0,7.0,Y,,,3.0,,80.0,1.0,9.0,3.0,2.0,,0.0,0.0,0.0
762,,Yes,Travel_Frequently,342.0,Research & Development,2.0,3.0,,1.0,1053.0,1.0,Male,57.0,3.0,1.0,Research Scientist,,,2042.0,15346.0,6.0,,Yes,14.0,3.0,2.0,80.0,,6.0,2.0,3.0,3.0,2.0,1.0,2.0
763,34.0,No,Travel_Rarely,,,10.0,,Life Sciences,1.0,1055.0,3.0,Female,87.0,3.0,,Sales Representative,3.0,Married,2220.0,18410.0,1.0,Y,,19.0,3.0,4.0,80.0,,1.0,2.0,3.0,1.0,1.0,0.0,0.0
764,28.0,No,Travel_Rarely,1144.0,Sales,,1.0,Medical,,1056.0,4.0,,74.0,3.0,1.0,Sales Representative,2.0,Married,1052.0,23384.0,1.0,Y,,22.0,4.0,2.0,80.0,0.0,1.0,5.0,3.0,1.0,,0.0,0.0
765,38.0,No,Travel_Frequently,1186.0,,3.0,4.0,Other,,1060.0,3.0,Male,,3.0,,,3.0,Married,2821.0,,3.0,Y,No,,3.0,1.0,80.0,1.0,,2.0,3.0,2.0,2.0,,2.0
766,50.0,No,Travel_Rarely,,Research & Development,,4.0,Medical,,,2.0,Male,62.0,,5.0,Research Director,,Married,19237.0,12853.0,2.0,Y,Yes,11.0,3.0,4.0,80.0,1.0,,2.0,2.0,8.0,1.0,7.0,7.0
767,37.0,No,Travel_Rarely,124.0,Research & Development,3.0,3.0,Other,1.0,,4.0,Female,35.0,3.0,2.0,Healthcare Representative,,Single,4107.0,13848.0,,Y,No,15.0,3.0,,,0.0,8.0,3.0,2.0,4.0,3.0,0.0,
768,40.0,No,Travel_Rarely,300.0,Sales,26.0,3.0,Marketing,,,3.0,Male,74.0,3.0,2.0,,,,8396.0,,,Y,No,14.0,3.0,2.0,80.0,1.0,8.0,3.0,2.0,7.0,7.0,7.0,5.0
769,26.0,No,,921.0,Research & Development,1.0,1.0,Medical,1.0,1068.0,1.0,Female,66.0,2.0,1.0,Research Scientist,3.0,Divorced,,25265.0,1.0,Y,No,13.0,3.0,3.0,80.0,,,5.0,3.0,5.0,3.0,1.0,3.0
770,46.0,No,Travel_Rarely,430.0,,1.0,4.0,Medical,1.0,1069.0,4.0,Male,40.0,3.0,,Research Director,4.0,Divorced,19627.0,21445.0,9.0,Y,No,17.0,,,80.0,,23.0,0.0,3.0,2.0,2.0,2.0,2.0
771,54.0,No,Travel_Rarely,,Sales,2.0,,Life Sciences,1.0,1070.0,3.0,,,,3.0,,3.0,Married,10686.0,8392.0,6.0,Y,No,,3.0,2.0,80.0,1.0,13.0,4.0,3.0,9.0,,7.0,0.0
772,,No,,,Research & Development,,3.0,Medical,,,1.0,Female,63.0,3.0,1.0,,3.0,Married,2942.0,12154.0,2.0,Y,,19.0,3.0,2.0,,,18.0,4.0,3.0,5.0,4.0,0.0,3.0
773,36.0,No,Travel_Rarely,,,12.0,5.0,Medical,,1073.0,4.0,Female,51.0,2.0,,Manufacturing Director,4.0,Single,,,0.0,Y,No,,3.0,2.0,80.0,0.0,15.0,2.0,2.0,14.0,8.0,7.0,8.0
774,55.0,No,,444.0,Research & Development,2.0,1.0,Medical,1.0,1074.0,3.0,Male,40.0,2.0,4.0,Manager,1.0,Single,16756.0,,7.0,Y,No,15.0,3.0,2.0,80.0,0.0,31.0,3.0,4.0,,7.0,,2.0
775,,No,Travel_Rarely,415.0,Sales,25.0,3.0,Medical,1.0,1076.0,3.0,Male,79.0,2.0,,Sales Executive,4.0,Divorced,,5268.0,5.0,Y,No,13.0,3.0,3.0,80.0,1.0,18.0,5.0,3.0,1.0,,0.0,0.0
776,20.0,Yes,Travel_Frequently,769.0,Sales,9.0,3.0,Marketing,,,4.0,Female,54.0,3.0,1.0,Sales Representative,4.0,Single,2323.0,,1.0,Y,Yes,14.0,,2.0,80.0,0.0,2.0,,3.0,2.0,2.0,0.0,2.0
777,21.0,Yes,Travel_Rarely,1334.0,Research & Development,10.0,3.0,Life Sciences,1.0,,3.0,Female,36.0,2.0,1.0,,1.0,Single,1416.0,,,Y,No,13.0,,1.0,80.0,0.0,1.0,6.0,2.0,,0.0,1.0,0.0
778,,No,Travel_Rarely,1003.0,Research & Development,8.0,,,,1080.0,4.0,,,,,Research Scientist,1.0,Divorced,4615.0,21029.0,8.0,Y,Yes,23.0,4.0,1.0,80.0,,19.0,2.0,3.0,,,1.0,7.0
779,51.0,Yes,Travel_Rarely,1323.0,Research & Development,4.0,4.0,Life Sciences,1.0,1081.0,1.0,,34.0,3.0,1.0,Research Scientist,3.0,,2461.0,10332.0,9.0,Y,,12.0,3.0,,,,18.0,2.0,,10.0,0.0,2.0,7.0
780,28.0,Yes,Non-Travel,1366.0,Research & Development,24.0,2.0,Technical Degree,,1082.0,,Male,72.0,2.0,,Healthcare Representative,1.0,Single,,12355.0,1.0,,No,,3.0,,80.0,0.0,,2.0,2.0,10.0,7.0,,9.0
781,26.0,No,Travel_Rarely,,Research & Development,,,Medical,1.0,1083.0,1.0,Male,59.0,,1.0,Laboratory Technician,1.0,Married,,11141.0,1.0,Y,No,16.0,3.0,1.0,,,,2.0,3.0,5.0,3.0,1.0,3.0
782,30.0,No,,1176.0,Research & Development,20.0,3.0,Other,1.0,1084.0,3.0,,,3.0,2.0,Manufacturing Director,1.0,Married,9957.0,9096.0,0.0,Y,No,,3.0,3.0,80.0,,,,,6.0,,,2.0
783,41.0,No,Travel_Rarely,509.0,Research & Development,,,Technical Degree,1.0,,,Female,43.0,4.0,1.0,Research Scientist,,Married,3376.0,18863.0,,Y,No,13.0,3.0,,,,,3.0,3.0,10.0,6.0,0.0,8.0
784,38.0,No,Travel_Rarely,330.0,Research & Development,17.0,1.0,Life Sciences,,1088.0,3.0,Female,65.0,2.0,3.0,Healthcare Representative,3.0,,,24608.0,,Y,No,18.0,3.0,1.0,80.0,,20.0,4.0,2.0,19.0,,1.0,
785,40.0,No,Travel_Rarely,1492.0,Research & Development,,4.0,,1.0,1092.0,1.0,Male,61.0,3.0,3.0,,,Married,10322.0,26542.0,4.0,Y,No,,4.0,4.0,80.0,1.0,,6.0,,,10.0,11.0,1.0
786,27.0,No,,1277.0,Research & Development,,5.0,Life Sciences,1.0,1094.0,1.0,Male,87.0,1.0,1.0,Laboratory Technician,3.0,Married,4621.0,5869.0,1.0,Y,No,,3.0,4.0,80.0,,,4.0,3.0,3.0,,1.0,2.0
787,55.0,No,Travel_Frequently,,Research & Development,2.0,1.0,Life Sciences,1.0,1096.0,4.0,Male,65.0,,3.0,Manufacturing Director,2.0,Married,10976.0,15813.0,3.0,Y,No,18.0,,2.0,80.0,,23.0,4.0,3.0,3.0,2.0,1.0,
788,28.0,No,Travel_Rarely,857.0,Research & Development,10.0,3.0,Other,1.0,1097.0,3.0,Female,59.0,3.0,2.0,Research Scientist,3.0,,3660.0,7909.0,3.0,Y,,,3.0,4.0,80.0,0.0,,4.0,4.0,8.0,7.0,1.0,7.0
789,44.0,Yes,Travel_Rarely,1376.0,Human Resources,1.0,2.0,,1.0,1098.0,2.0,Male,91.0,2.0,3.0,,1.0,,10482.0,2326.0,9.0,Y,No,14.0,3.0,4.0,80.0,1.0,24.0,1.0,3.0,20.0,6.0,3.0,
